,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
31241,8.16,x,s,n,f,e,c,w,5.87,9.43,,i,n,,,f,f,p,d,w
31242,9.32,x,s,n,f,e,c,p,8.78,10.11,,i,w,,,f,f,p,d,u
31243,9.74,x,s,n,f,e,c,w,7.7,9.59,,i,w,,,f,f,p,d,a
31244,9.14,x,s,n,f,e,c,p,6.9,10.47,,i,n,,,f,f,p,d,w
31245,8.88,x,s,n,f,e,c,p,6.17,9.28,,i,n,,,f,f,p,d,a
31246,9.17,x,s,n,f,e,c,w,7.58,11.19,,i,w,,,f,f,p,d,u
31247,8.14,x,s,n,f,e,c,p,6.48,9.74,,i,n,,,f,f,p,d,u
31248,7.71,x,s,n,f,e,c,p,6.98,9.84,,i,w,,,f,f,p,d,s
31249,8.59,x,s,n,f,e,c,p,7.31,9.9,,i,w,,,f,f,p,d,w
31250,8.12,x,s,n,f,e,c,w,7.65,9.99,,i,w,,,f,f,p,d,u
31251,8.16,x,s,n,f,e,c,p,6.59,9.63,,i,n,,,f,f,p,d,s
31252,8.6,x,s,n,f,e,c,p,6.26,9.88,,i,w,,,f,f,p,d,a
31253,9.09,x,s,n,f,e,c,p,6.63,9.95,,i,w,,,f,f,p,d,w
31254,9.81,x,s,n,f,e,c,w,6.93,9.51,,i,n,,,f,f,p,d,a
31255,7.79,x,s,n,f,e,c,p,7.25,10.22,,i,n,,,f,f,p,d,u
31256,9.05,x,s,n,f,e,c,w,6.53,9.86,,i,n,,,f,f,p,d,a
31257,7.91,x,s,n,f,e,c,p,6.16,10.08,,i,n,,,f,f,p,d,u
31258,8.17,x,s,n,f,e,c,p,7.09,9.69,,i,n,,,f,f,p,d,u
31259,8.46,x,s,n,f,e,c,p,6.44,9.46,,i,n,,,f,f,p,d,u
31260,9.29,x,s,n,f,e,c,w,7.75,10.62,,i,n,,,f,f,p,d,a
31261,8.25,x,s,n,f,e,c,w,6.17,9.59,,i,n,,,f,f,p,d,u
31262,7.78,x,s,n,f,e,c,w,7.15,9.1,,i,w,,,f,f,p,d,w
31263,8.19,x,s,n,f,e,c,w,6.77,9.19,,i,n,,,f,f,p,d,s
31264,8.23,x,s,n,f,e,c,p,6.98,9.66,,i,w,,,f,f,p,d,u
31265,8.14,x,s,n,f,e,c,p,6.99,9.57,,i,w,,,f,f,p,d,a
31266,8.62,x,s,n,f,e,c,p,8.27,10.99,,i,w,,,f,f,p,d,a
31267,8.3,x,s,n,f,e,c,p,6.29,9.08,,i,w,,,f,f,p,d,s
31268,8.43,x,s,n,f,e,c,p,7.33,9.64,,i,w,,,f,f,p,d,a
31269,6.99,x,s,n,f,e,c,w,7.57,10.53,,i,w,,,f,f,p,d,a
31270,8.35,x,s,n,f,e,c,w,7.56,10.17,,i,w,,,f,f,p,d,u
31271,7.72,x,s,n,f,e,c,w,5.81,9.4,,i,w,,,f,f,p,d,a
31272,11.35,x,s,n,f,e,c,p,7.06,9.9,,i,n,,,f,f,p,d,w
31273,9.49,x,s,n,f,e,c,p,8.13,10.07,,i,n,,,f,f,p,d,s
31274,8.04,x,s,n,f,e,c,w,6.19,9.24,,i,w,,,f,f,p,d,a
31275,11.0,x,s,n,f,e,c,w,8.01,10.62,,i,w,,,f,f,p,d,u
31276,9.51,x,s,n,f,e,c,p,7.34,9.25,,i,w,,,f,f,p,d,s
31277,7.96,x,s,n,f,e,c,w,6.08,9.45,,i,n,,,f,f,p,d,u
31278,9.44,x,s,n,f,e,c,p,6.07,9.31,,i,w,,,f,f,p,d,w
31279,8.72,x,s,n,f,e,c,p,7.76,8.96,,i,w,,,f,f,p,d,s
31280,9.21,x,s,n,f,e,c,w,7.82,10.25,,i,w,,,f,f,p,d,w
31281,9.09,x,s,n,f,e,c,w,5.7,8.92,,i,n,,,f,f,p,d,a
31282,10.03,x,s,n,f,e,c,p,6.31,9.92,,i,w,,,f,f,p,d,s
31283,10.5,x,s,n,f,e,c,w,8.33,10.2,,i,n,,,f,f,p,d,s
31284,9.43,x,s,n,f,e,c,p,8.43,10.88,,i,w,,,f,f,p,d,s
31285,9.53,x,s,n,f,e,c,p,7.29,11.06,,i,n,,,f,f,p,d,w
31286,9.36,x,s,n,f,e,c,w,6.85,9.15,,i,w,,,f,f,p,d,a
31287,9.44,x,s,n,f,e,c,p,5.59,9.82,,i,w,,,f,f,p,d,s
31288,8.4,x,s,n,f,e,c,w,5.12,9.32,,i,n,,,f,f,p,d,a
31289,8.58,x,s,n,f,e,c,w,6.31,9.58,,i,n,,,f,f,p,d,s
31290,9.19,x,s,n,f,e,c,p,6.11,9.17,,i,w,,,f,f,p,d,w
31291,7.04,x,s,n,f,e,c,w,6.33,9.49,,i,n,,,f,f,p,d,a
31292,7.25,x,s,n,f,e,c,p,6.36,9.49,,i,n,,,f,f,p,d,s
31293,9.34,x,s,n,f,e,c,p,6.12,9.77,,i,n,,,f,f,p,d,s
31294,9.14,x,s,n,f,e,c,p,6.3,9.88,,i,n,,,f,f,p,d,a
31295,9.84,x,s,n,f,e,c,w,5.89,9.88,,i,w,,,f,f,p,d,a
31296,9.5,x,s,n,f,e,c,w,8.44,10.32,,i,n,,,f,f,p,d,w
31297,7.38,x,s,n,f,e,c,p,7.05,9.31,,i,w,,,f,f,p,d,a
31298,7.92,x,s,n,f,e,c,p,4.94,9.78,,i,n,,,f,f,p,d,a
31299,9.49,x,s,n,f,e,c,p,7.29,10.56,,i,n,,,f,f,p,d,s
31300,9.17,x,s,n,f,e,c,p,7.38,9.46,,i,n,,,f,f,p,d,u
31301,8.6,x,s,n,f,e,c,p,6.95,10.21,,i,w,,,f,f,p,d,a
31302,10.33,x,s,n,f,e,c,w,7.55,9.76,,i,w,,,f,f,p,d,a
31303,6.96,x,s,n,f,e,c,w,6.65,9.92,,i,n,,,f,f,p,d,w
31304,8.79,x,s,n,f,e,c,w,6.89,10.61,,i,w,,,f,f,p,d,s
31305,8.74,x,s,n,f,e,c,w,8.71,10.29,,i,w,,,f,f,p,d,s
31306,8.5,x,s,n,f,e,c,w,6.63,10.1,,i,w,,,f,f,p,d,a
31307,11.16,x,s,n,f,e,c,w,7.7,11.01,,i,n,,,f,f,p,d,s
31308,7.96,x,s,n,f,e,c,w,5.84,9.05,,i,n,,,f,f,p,d,a
31309,10.67,x,s,n,f,e,c,p,7.65,9.67,,i,w,,,f,f,p,d,s
31310,8.44,x,s,n,f,e,c,p,7.45,10.29,,i,w,,,f,f,p,d,a
31311,9.79,x,s,n,f,e,c,w,8.09,10.52,,i,n,,,f,f,p,d,w
31312,8.13,x,s,n,f,e,c,p,5.98,8.86,,i,w,,,f,f,p,d,s
31313,8.81,x,s,n,f,e,c,p,8.12,9.77,,i,n,,,f,f,p,d,u
31314,8.47,x,s,n,f,e,c,w,7.58,10.16,,i,w,,,f,f,p,d,u
31315,7.18,x,s,n,f,e,c,p,4.61,9.29,,i,n,,,f,f,p,d,w
31316,8.09,x,s,n,f,e,c,p,8.33,9.89,,i,w,,,f,f,p,d,s
31317,9.85,x,s,n,f,e,c,p,8.98,10.85,,i,w,,,f,f,p,d,s
31318,9.77,x,s,n,f,e,c,w,8.17,10.33,,i,w,,,f,f,p,d,w
31319,9.66,x,s,n,f,e,c,p,6.02,10.43,,i,w,,,f,f,p,d,a
31320,8.12,x,s,n,f,e,c,w,6.1,10.0,,i,w,,,f,f,p,d,w
31321,9.05,x,s,n,f,e,c,w,5.83,9.5,,i,n,,,f,f,p,d,a
31322,8.97,x,s,n,f,e,c,w,6.95,11.29,,i,w,,,f,f,p,d,s
31323,11.14,x,s,n,f,e,c,w,7.07,10.3,,i,n,,,f,f,p,d,u
31324,7.99,x,s,n,f,e,c,p,6.76,10.4,,i,n,,,f,f,p,d,a
31325,8.11,x,s,n,f,e,c,w,5.31,9.4,,i,w,,,f,f,p,d,u
31326,8.98,x,s,n,f,e,c,p,6.72,10.21,,i,w,,,f,f,p,d,w
31327,10.72,x,s,n,f,e,c,p,8.35,10.52,,i,n,,,f,f,p,d,u
31328,9.0,x,s,n,f,e,c,p,5.72,9.75,,i,n,,,f,f,p,d,w
31329,9.22,x,s,n,f,e,c,p,6.54,9.75,,i,n,,,f,f,p,d,w
31330,9.46,x,s,n,f,e,c,w,7.17,10.09,,i,n,,,f,f,p,d,a
31331,10.85,x,s,n,f,e,c,p,7.65,10.38,,i,w,,,f,f,p,d,w
31332,9.52,x,s,n,f,e,c,w,6.11,9.87,,i,w,,,f,f,p,d,u
31333,8.7,x,s,n,f,e,c,w,6.98,9.65,,i,n,,,f,f,p,d,w
31334,9.82,x,s,n,f,e,c,p,8.08,10.09,,i,n,,,f,f,p,d,w
31335,9.28,x,s,n,f,e,c,w,7.46,10.15,,i,n,,,f,f,p,d,a
31336,9.84,x,s,n,f,e,c,w,8.67,9.82,,i,w,,,f,f,p,d,s
31337,8.66,x,s,n,f,e,c,p,7.98,10.57,,i,w,,,f,f,p,d,a
31338,8.08,x,s,n,f,e,c,p,6.65,9.79,,i,n,,,f,f,p,d,s
31339,8.17,x,s,n,f,e,c,w,5.74,9.64,,i,w,,,f,f,p,d,a
31340,6.84,x,s,n,f,e,c,w,5.26,10.18,,i,w,,,f,f,p,d,s
31341,9.67,x,s,n,f,e,c,w,7.51,11.06,,i,n,,,f,f,p,d,s
31342,11.47,x,s,n,f,e,c,w,6.22,9.79,,i,w,,,f,f,p,d,a
31343,7.54,x,s,n,f,e,c,w,6.32,9.02,,i,w,,,f,f,p,d,a
31344,9.56,x,s,n,f,e,c,p,6.99,9.18,,i,w,,,f,f,p,d,u
31345,9.29,x,s,n,f,e,c,w,6.5,10.85,,i,w,,,f,f,p,d,a
31346,8.67,x,s,n,f,e,c,p,4.4,8.41,,i,n,,,f,f,p,d,a
31347,8.66,x,s,n,f,e,c,p,6.95,9.99,,i,w,,,f,f,p,d,a
31348,9.16,x,s,n,f,e,c,p,7.84,10.13,,i,w,,,f,f,p,d,s
31349,9.46,x,s,n,f,e,c,p,7.37,10.55,,i,w,,,f,f,p,d,u
31350,9.2,x,s,n,f,e,c,w,6.86,10.04,,i,n,,,f,f,p,d,u
31351,8.16,x,s,n,f,e,c,w,8.1,10.0,,i,n,,,f,f,p,d,u
31352,10.88,x,s,n,f,e,c,w,7.63,10.23,,i,n,,,f,f,p,d,u
31353,8.03,x,s,n,f,e,c,p,6.55,9.16,,i,n,,,f,f,p,d,s
31354,9.6,x,s,n,f,e,c,p,6.56,9.5,,i,n,,,f,f,p,d,a
31355,7.42,x,s,n,f,e,c,w,6.63,8.91,,i,w,,,f,f,p,d,u
31356,8.7,x,s,n,f,e,c,w,6.98,10.37,,i,w,,,f,f,p,d,s
31357,9.1,x,s,n,f,e,c,w,9.36,10.71,,i,w,,,f,f,p,d,w
31358,7.43,x,s,n,f,e,c,w,6.07,9.14,,i,w,,,f,f,p,d,a
31359,10.26,x,s,n,f,e,c,p,7.92,10.63,,i,w,,,f,f,p,d,a
31360,9.77,x,s,n,f,e,c,p,5.63,9.59,,i,w,,,f,f,p,d,s
31361,9.27,x,s,n,f,e,c,w,7.06,10.49,,i,w,,,f,f,p,d,s
31362,9.2,x,s,n,f,e,c,w,6.97,10.04,,i,w,,,f,f,p,d,s
31363,9.48,x,s,n,f,e,c,w,7.54,11.11,,i,w,,,f,f,p,d,w
31364,8.76,x,s,n,f,e,c,w,7.23,10.84,,i,n,,,f,f,p,d,u
31365,9.18,x,s,n,f,e,c,w,7.01,10.39,,i,w,,,f,f,p,d,u
31366,9.02,x,s,n,f,e,c,w,7.48,9.96,,i,w,,,f,f,p,d,s
31367,8.74,x,s,n,f,e,c,w,8.11,9.67,,i,w,,,f,f,p,d,w
31368,10.02,x,s,n,f,e,c,p,6.2,9.38,,i,n,,,f,f,p,d,s
31369,6.07,x,s,n,f,e,c,w,3.97,8.43,,i,n,,,f,f,p,d,a
31370,7.45,x,s,n,f,e,c,p,5.94,9.16,,i,w,,,f,f,p,d,a
31371,9.87,x,s,n,f,e,c,p,7.36,10.41,,i,n,,,f,f,p,d,a
31372,10.74,x,s,n,f,e,c,w,7.81,10.34,,i,n,,,f,f,p,d,s
31373,8.37,x,s,n,f,e,c,w,7.07,10.15,,i,w,,,f,f,p,d,a
31374,8.37,x,s,n,f,e,c,p,6.04,9.91,,i,n,,,f,f,p,d,u
31375,8.6,x,s,n,f,e,c,w,8.49,10.73,,i,w,,,f,f,p,d,w
31376,9.92,x,s,n,f,e,c,w,7.14,10.16,,i,n,,,f,f,p,d,s
31377,8.67,x,s,n,f,e,c,w,6.56,9.3,,i,w,,,f,f,p,d,u
31378,9.91,x,s,n,f,e,c,w,6.24,9.77,,i,w,,,f,f,p,d,s
31379,9.77,x,s,n,f,e,c,w,7.56,10.66,,i,n,,,f,f,p,d,w
31380,7.96,x,s,n,f,e,c,p,7.03,9.78,,i,w,,,f,f,p,d,a
31381,9.51,x,s,n,f,e,c,w,7.07,9.53,,i,n,,,f,f,p,d,w
31382,10.83,x,s,n,f,e,c,w,6.83,10.56,,i,w,,,f,f,p,d,w
31383,10.19,x,s,n,f,e,c,w,8.08,10.84,,i,n,,,f,f,p,d,u
31384,8.12,x,s,n,f,e,c,p,6.88,10.0,,i,w,,,f,f,p,d,s
31385,10.27,x,s,n,f,e,c,w,7.52,10.57,,i,w,,,f,f,p,d,u
31386,8.49,x,s,n,f,e,c,w,6.66,10.07,,i,n,,,f,f,p,d,u
31387,9.66,x,s,n,f,e,c,p,6.66,10.53,,i,w,,,f,f,p,d,a
31388,7.62,x,s,n,f,e,c,p,7.63,11.05,,i,w,,,f,f,p,d,w
31389,9.71,x,s,n,f,e,c,p,6.58,10.72,,i,w,,,f,f,p,d,s
31390,10.12,x,s,n,f,e,c,w,7.88,10.02,,i,n,,,f,f,p,d,s
31391,10.0,x,s,n,f,e,c,w,8.59,10.08,,i,w,,,f,f,p,d,u
31392,9.43,x,s,n,f,e,c,p,7.08,9.98,,i,w,,,f,f,p,d,w
31393,11.24,x,s,n,f,e,c,p,7.97,10.51,,i,n,,,f,f,p,d,a
31394,9.21,x,s,n,f,e,c,w,8.2,10.39,,i,n,,,f,f,p,d,w
31395,7.86,x,s,n,f,e,c,p,7.1,9.72,,i,n,,,f,f,p,d,u
31396,8.99,x,s,n,f,e,c,p,6.8,9.94,,i,n,,,f,f,p,d,w
31397,8.36,x,s,n,f,e,c,p,7.4,10.28,,i,w,,,f,f,p,d,u
31398,8.01,x,s,n,f,e,c,w,6.43,10.52,,i,n,,,f,f,p,d,u
31399,8.35,x,s,n,f,e,c,w,8.21,10.58,,i,w,,,f,f,p,d,s
31400,9.57,x,s,n,f,e,c,p,8.47,9.81,,i,w,,,f,f,p,d,u
31401,8.96,x,s,n,f,e,c,p,7.71,9.95,,i,n,,,f,f,p,d,s
31402,9.07,x,s,n,f,e,c,p,6.15,10.18,,i,n,,,f,f,p,d,s
31403,10.01,x,s,n,f,e,c,p,7.18,10.1,,i,w,,,f,f,p,d,a
31404,8.63,x,s,n,f,e,c,p,6.92,10.43,,i,w,,,f,f,p,d,w
31405,9.35,x,s,n,f,e,c,p,8.25,10.08,,i,n,,,f,f,p,d,a
31406,8.63,x,s,n,f,e,c,p,7.6,10.65,,i,n,,,f,f,p,d,w
31407,9.12,x,s,n,f,e,c,p,7.35,10.16,,i,n,,,f,f,p,d,w
31408,9.85,x,s,n,f,e,c,w,7.39,10.12,,i,w,,,f,f,p,d,w
31409,8.44,x,s,n,f,e,c,p,5.86,9.46,,i,w,,,f,f,p,d,s
31410,11.72,x,s,n,f,e,c,w,9.03,10.66,,i,n,,,f,f,p,d,u
31411,8.37,x,s,n,f,e,c,w,7.54,10.34,,i,w,,,f,f,p,d,u
31412,7.55,x,s,n,f,e,c,w,6.37,9.99,,i,n,,,f,f,p,d,w
31413,8.1,x,s,n,f,e,c,w,5.39,9.58,,i,w,,,f,f,p,d,s
31414,9.54,x,s,n,f,e,c,w,7.81,10.51,,i,n,,,f,f,p,d,a
31415,8.92,x,s,n,f,e,c,w,6.38,10.53,,i,n,,,f,f,p,d,s
31416,7.49,x,s,n,f,e,c,p,5.25,9.06,,i,w,,,f,f,p,d,w
31417,6.35,x,y,n,f,e,c,p,5.55,10.78,,y,n,,,f,f,,d,u
31418,5.89,x,y,n,f,e,c,w,4.8,9.73,,y,n,,,f,f,,d,u
31419,6.19,x,y,n,f,e,c,p,5.3,9.39,,y,n,,,f,f,,d,a
31420,6.49,x,y,n,f,e,c,p,5.64,9.18,,y,n,,,f,f,,d,a
31421,7.45,x,y,n,f,e,c,w,5.76,10.51,,y,n,,,f,f,,d,u
31422,5.6,x,y,n,f,e,c,w,4.88,9.64,,y,n,,,f,f,,d,a
31423,6.42,x,y,n,f,e,c,w,5.68,9.73,,y,n,,,f,f,,d,a
31424,5.96,x,y,n,f,e,c,p,5.75,9.98,,y,n,,,f,f,,d,u
31425,7.58,x,y,n,f,e,c,p,5.93,11.1,,y,n,,,f,f,,d,a
31426,6.84,x,y,n,f,e,c,p,5.64,9.93,,y,n,,,f,f,,d,u
31427,5.49,x,y,n,f,e,c,p,5.52,9.71,,y,n,,,f,f,,d,a
31428,4.91,x,y,n,f,e,c,p,3.6,8.71,,y,n,,,f,f,,d,u
31429,7.66,x,y,n,f,e,c,p,5.47,9.72,,y,n,,,f,f,,d,u
31430,4.68,x,y,n,f,e,c,p,4.87,9.69,,y,n,,,f,f,,d,a
31431,5.2,x,y,n,f,e,c,p,4.88,9.55,,y,n,,,f,f,,d,u
31432,7.08,x,y,n,f,e,c,w,6.9,11.38,,y,n,,,f,f,,d,u
31433,5.55,x,y,n,f,e,c,p,3.22,8.75,,y,n,,,f,f,,d,a
31434,6.02,x,y,n,f,e,c,p,4.69,9.62,,y,n,,,f,f,,d,u
31435,6.69,x,y,n,f,e,c,p,6.45,10.47,,y,n,,,f,f,,d,u
31436,5.35,x,y,n,f,e,c,p,4.99,10.34,,y,n,,,f,f,,d,a
31437,5.76,x,y,n,f,e,c,w,5.4,9.87,,y,n,,,f,f,,d,u
31438,6.75,x,y,n,f,e,c,p,5.34,9.99,,y,n,,,f,f,,d,u
31439,7.55,x,y,n,f,e,c,p,6.25,10.34,,y,n,,,f,f,,d,u
31440,5.88,x,y,n,f,e,c,p,5.64,8.12,,y,n,,,f,f,,d,u
31441,5.89,x,y,n,f,e,c,p,6.1,11.22,,y,n,,,f,f,,d,u
31442,6.11,x,y,n,f,e,c,w,5.25,10.12,,y,n,,,f,f,,d,a
31443,7.06,x,y,n,f,e,c,p,4.53,9.15,,y,n,,,f,f,,d,a
31444,5.63,x,y,n,f,e,c,p,5.55,9.07,,y,n,,,f,f,,d,u
31445,6.84,x,y,n,f,e,c,p,4.2,9.22,,y,n,,,f,f,,d,a
31446,6.45,x,y,n,f,e,c,p,5.11,10.25,,y,n,,,f,f,,d,a
31447,8.4,x,y,n,f,e,c,w,7.82,10.85,,y,n,,,f,f,,d,u
31448,6.91,x,y,n,f,e,c,w,5.98,10.45,,y,n,,,f,f,,d,u
31449,5.48,x,y,n,f,e,c,w,4.79,10.04,,y,n,,,f,f,,d,a
31450,6.95,x,y,n,f,e,c,w,5.72,9.51,,y,n,,,f,f,,d,a
31451,5.62,x,y,n,f,e,c,p,4.15,8.84,,y,n,,,f,f,,d,a
31452,6.19,x,y,n,f,e,c,w,2.6,8.35,,y,n,,,f,f,,d,a
31453,5.75,x,y,n,f,e,c,p,4.01,8.84,,y,n,,,f,f,,d,u
31454,5.22,x,y,n,f,e,c,p,6.07,10.7,,y,n,,,f,f,,d,a
31455,7.17,x,y,n,f,e,c,p,5.97,10.58,,y,n,,,f,f,,d,u
31456,6.6,x,y,n,f,e,c,w,4.94,9.49,,y,n,,,f,f,,d,a
31457,5.06,x,y,n,f,e,c,p,4.23,8.75,,y,n,,,f,f,,d,a
31458,5.57,x,y,n,f,e,c,w,4.82,10.28,,y,n,,,f,f,,d,u
31459,5.85,x,y,n,f,e,c,w,6.8,10.67,,y,n,,,f,f,,d,a
31460,5.6,x,y,n,f,e,c,p,4.6,9.69,,y,n,,,f,f,,d,a
31461,5.8,x,y,n,f,e,c,p,4.89,9.1,,y,n,,,f,f,,d,u
31462,6.3,x,y,n,f,e,c,p,5.17,10.02,,y,n,,,f,f,,d,u
31463,6.64,x,y,n,f,e,c,p,5.63,9.23,,y,n,,,f,f,,d,u
31464,6.06,x,y,n,f,e,c,w,5.93,10.06,,y,n,,,f,f,,d,u
31465,5.82,x,y,n,f,e,c,p,6.12,9.77,,y,n,,,f,f,,d,u
31466,5.92,x,y,n,f,e,c,w,5.25,9.23,,y,n,,,f,f,,d,a
31467,6.84,x,y,n,f,e,c,w,5.96,9.94,,y,n,,,f,f,,d,a
31468,6.53,x,y,n,f,e,c,p,5.51,9.04,,y,n,,,f,f,,d,u
31469,6.9,x,y,n,f,e,c,w,4.45,9.27,,y,n,,,f,f,,d,u
31470,5.53,x,y,n,f,e,c,w,5.57,10.49,,y,n,,,f,f,,d,a
31471,7.36,x,y,n,f,e,c,w,6.08,10.55,,y,n,,,f,f,,d,a
31472,6.24,x,y,n,f,e,c,p,4.19,9.36,,y,n,,,f,f,,d,u
31473,4.84,x,y,n,f,e,c,p,5.4,9.43,,y,n,,,f,f,,d,a
31474,4.72,x,y,n,f,e,c,p,3.98,9.42,,y,n,,,f,f,,d,a
31475,6.99,x,y,n,f,e,c,w,5.33,10.34,,y,n,,,f,f,,d,a
31476,6.04,x,y,n,f,e,c,p,4.81,9.77,,y,n,,,f,f,,d,u
31477,6.81,x,y,n,f,e,c,p,7.25,11.12,,y,n,,,f,f,,d,a
31478,6.67,x,y,n,f,e,c,w,5.63,9.92,,y,n,,,f,f,,d,a
31479,6.75,x,y,n,f,e,c,p,4.61,9.59,,y,n,,,f,f,,d,u
31480,6.1,x,y,n,f,e,c,w,5.13,10.05,,y,n,,,f,f,,d,a
31481,6.66,x,y,n,f,e,c,p,5.79,10.39,,y,n,,,f,f,,d,a
31482,5.87,x,y,n,f,e,c,p,5.38,9.75,,y,n,,,f,f,,d,u
31483,5.93,x,y,n,f,e,c,p,4.79,9.42,,y,n,,,f,f,,d,u
31484,7.39,x,y,n,f,e,c,w,5.08,9.4,,y,n,,,f,f,,d,a
31485,6.33,x,y,n,f,e,c,p,5.75,9.95,,y,n,,,f,f,,d,u
31486,7.22,x,y,n,f,e,c,w,4.48,9.96,,y,n,,,f,f,,d,a
31487,6.41,x,y,n,f,e,c,w,6.05,9.75,,y,n,,,f,f,,d,u
31488,6.89,x,y,n,f,e,c,p,5.91,9.92,,y,n,,,f,f,,d,a
31489,6.78,x,y,n,f,e,c,p,5.55,10.03,,y,n,,,f,f,,d,a
31490,7.29,x,y,n,f,e,c,w,7.11,10.89,,y,n,,,f,f,,d,u
31491,6.9,x,y,n,f,e,c,w,5.83,10.3,,y,n,,,f,f,,d,a
31492,7.22,x,y,n,f,e,c,p,5.23,9.51,,y,n,,,f,f,,d,u
31493,7.06,x,y,n,f,e,c,p,6.05,10.51,,y,n,,,f,f,,d,a
31494,5.52,x,y,n,f,e,c,p,6.36,10.48,,y,n,,,f,f,,d,a
31495,6.96,x,y,n,f,e,c,p,5.51,10.89,,y,n,,,f,f,,d,a
31496,6.54,x,y,n,f,e,c,p,4.62,9.13,,y,n,,,f,f,,d,a
31497,5.33,x,y,n,f,e,c,w,4.79,9.09,,y,n,,,f,f,,d,u
31498,6.93,x,y,n,f,e,c,p,7.12,10.11,,y,n,,,f,f,,d,a
31499,5.82,x,y,n,f,e,c,w,4.53,10.24,,y,n,,,f,f,,d,a
31500,6.43,x,y,n,f,e,c,w,4.17,9.69,,y,n,,,f,f,,d,u
31501,6.29,x,y,n,f,e,c,w,4.91,10.22,,y,n,,,f,f,,d,a
31502,6.39,x,y,n,f,e,c,p,5.44,9.94,,y,n,,,f,f,,d,u
31503,6.66,x,y,n,f,e,c,w,4.95,9.68,,y,n,,,f,f,,d,a
31504,7.74,x,y,n,f,e,c,w,4.99,9.5,,y,n,,,f,f,,d,u
31505,6.26,x,y,n,f,e,c,w,5.16,10.52,,y,n,,,f,f,,d,u
31506,5.6,x,y,n,f,e,c,p,4.9,9.27,,y,n,,,f,f,,d,u
31507,7.35,x,y,n,f,e,c,w,6.69,11.47,,y,n,,,f,f,,d,a
31508,7.58,x,y,n,f,e,c,w,5.93,10.51,,y,n,,,f,f,,d,a
31509,6.38,x,y,n,f,e,c,p,3.93,9.49,,y,n,,,f,f,,d,a
31510,6.35,x,y,n,f,e,c,w,4.72,9.37,,y,n,,,f,f,,d,a
31511,7.09,x,y,n,f,e,c,p,5.45,10.46,,y,n,,,f,f,,d,a
31512,6.62,x,y,n,f,e,c,w,5.57,9.69,,y,n,,,f,f,,d,a
31513,6.08,x,y,n,f,e,c,p,5.1,10.28,,y,n,,,f,f,,d,a
31514,6.42,x,y,n,f,e,c,p,4.96,9.85,,y,n,,,f,f,,d,a
31515,6.9,x,y,n,f,e,c,w,5.39,8.74,,y,n,,,f,f,,d,u
31516,7.59,x,y,n,f,e,c,p,6.71,10.56,,y,n,,,f,f,,d,u
31517,6.49,x,y,n,f,e,c,p,5.6,9.72,,y,n,,,f,f,,d,u
31518,7.21,x,y,n,f,e,c,w,5.6,10.32,,y,n,,,f,f,,d,u
31519,6.08,x,y,n,f,e,c,w,7.45,10.43,,y,n,,,f,f,,d,a
31520,7.27,x,y,n,f,e,c,w,5.3,10.0,,y,n,,,f,f,,d,a
31521,6.7,x,y,n,f,e,c,p,4.55,9.76,,y,n,,,f,f,,d,u
31522,6.9,x,y,n,f,e,c,w,5.28,9.56,,y,n,,,f,f,,d,a
31523,6.58,x,y,n,f,e,c,p,5.76,11.08,,y,n,,,f,f,,d,u
31524,4.79,x,y,n,f,e,c,p,5.35,9.79,,y,n,,,f,f,,d,u
31525,5.2,x,y,n,f,e,c,w,5.04,9.93,,y,n,,,f,f,,d,a
31526,6.89,x,y,n,f,e,c,p,4.93,10.43,,y,n,,,f,f,,d,u
31527,5.82,x,y,n,f,e,c,p,4.86,9.78,,y,n,,,f,f,,d,a
31528,6.74,x,y,n,f,e,c,w,5.34,10.28,,y,n,,,f,f,,d,u
31529,5.0,x,y,n,f,e,c,w,4.6,9.21,,y,n,,,f,f,,d,a
31530,5.55,x,y,n,f,e,c,p,4.24,9.42,,y,n,,,f,f,,d,u
31531,6.5,x,y,n,f,e,c,p,4.95,9.63,,y,n,,,f,f,,d,u
31532,6.85,x,y,n,f,e,c,p,6.41,10.96,,y,n,,,f,f,,d,u
31533,6.33,x,y,n,f,e,c,w,5.18,10.05,,y,n,,,f,f,,d,a
31534,5.61,x,y,n,f,e,c,w,4.71,9.22,,y,n,,,f,f,,d,a
31535,6.59,x,y,n,f,e,c,p,4.3,10.31,,y,n,,,f,f,,d,u
31536,7.12,x,y,n,f,e,c,w,5.79,11.16,,y,n,,,f,f,,d,u
31537,5.3,x,y,n,f,e,c,p,4.33,9.59,,y,n,,,f,f,,d,a
31538,6.35,x,y,n,f,e,c,p,4.31,9.49,,y,n,,,f,f,,d,u
31539,5.7,x,y,n,f,e,c,p,4.89,10.37,,y,n,,,f,f,,d,u
31540,7.01,x,y,n,f,e,c,p,6.49,9.92,,y,n,,,f,f,,d,a
31541,7.49,x,y,n,f,e,c,p,5.92,10.51,,y,n,,,f,f,,d,u
31542,6.44,x,y,n,f,e,c,w,5.71,10.21,,y,n,,,f,f,,d,a
31543,6.57,x,y,n,f,e,c,w,5.63,9.86,,y,n,,,f,f,,d,a
31544,6.54,x,y,n,f,e,c,p,5.35,10.0,,y,n,,,f,f,,d,u
