Unnamed: 0,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
33685,796,5,6,10,0,1,3,7,243,828,5,8,11,1,6,0,1,7,0,0
33686,628,5,6,10,0,1,3,7,258,875,5,8,11,1,6,0,1,7,1,0
33687,725,6,6,10,0,1,3,10,255,822,5,8,11,1,6,0,1,7,1,0
33688,762,6,6,10,0,1,3,7,267,942,5,8,11,1,6,0,1,7,1,0
33689,674,5,6,10,0,1,3,7,221,846,5,8,11,1,6,0,1,7,1,2
33690,597,6,6,10,0,1,3,10,238,834,5,8,11,1,6,0,1,7,1,2
33691,581,5,6,10,0,1,3,10,232,849,5,8,11,1,6,0,1,7,0,0
33692,764,5,6,10,0,1,3,10,250,1022,5,8,11,1,6,0,1,7,1,0
33693,623,6,6,10,0,1,3,10,236,825,5,8,11,1,6,0,1,7,0,2
33694,688,5,6,10,0,1,3,10,260,875,5,8,11,1,6,0,1,7,0,2
33695,687,6,6,10,0,1,3,10,247,914,5,8,11,1,6,0,1,7,1,0
33696,678,5,6,10,0,1,3,7,246,889,5,8,11,1,6,0,1,7,0,2
33697,657,5,6,10,0,1,3,7,249,784,5,8,11,1,6,0,1,7,0,2
33698,723,6,6,10,0,1,3,10,243,995,5,8,11,1,6,0,1,7,0,2
33699,727,5,6,10,0,1,3,7,274,996,5,8,11,1,6,0,1,7,1,2
33700,573,6,6,10,0,1,3,7,232,797,5,8,11,1,6,0,1,7,0,2
33701,748,6,6,10,0,1,3,10,227,885,5,8,11,1,6,0,1,7,0,2
33702,674,6,6,10,0,1,3,7,203,832,5,8,11,1,6,0,1,7,0,2
33703,623,6,6,10,0,1,3,10,244,864,5,8,11,1,6,0,1,7,0,0
33704,570,5,6,10,0,1,3,10,223,820,5,8,11,1,6,0,1,7,1,2
33705,732,5,6,10,0,1,3,7,241,975,5,8,11,1,6,0,1,7,0,2
33706,595,5,6,10,0,1,3,10,243,974,5,8,11,1,6,0,1,7,1,2
33707,518,6,6,10,0,1,3,10,254,837,5,8,11,1,6,0,1,7,1,2
33708,804,6,6,10,0,1,3,7,270,1066,5,8,11,1,6,0,1,7,1,2
33709,613,5,6,10,0,1,3,7,247,972,5,8,11,1,6,0,1,7,1,2
33710,777,5,6,10,0,1,3,7,245,964,5,8,11,1,6,0,1,7,1,2
33711,871,5,6,10,0,1,3,7,227,887,5,8,11,1,6,0,1,7,0,0
33712,724,6,6,10,0,1,3,7,239,830,5,8,11,1,6,0,1,7,0,0
33713,627,5,6,10,0,1,3,7,239,841,5,8,11,1,6,0,1,7,0,0
33714,576,5,6,10,0,1,3,10,252,919,5,8,11,1,6,0,1,7,0,2
33715,578,5,6,10,0,1,3,10,245,817,5,8,11,1,6,0,1,7,1,0
33716,705,5,6,10,0,1,3,7,243,909,5,8,11,1,6,0,1,7,0,0
33717,774,6,6,10,0,1,3,10,226,849,5,8,11,1,6,0,1,7,0,2
33718,555,5,6,10,0,1,3,10,260,853,5,8,11,1,6,0,1,7,1,0
33719,751,5,6,10,0,1,3,7,251,873,5,8,11,1,6,0,1,7,1,0
33720,693,5,6,10,0,1,3,7,218,833,5,8,11,1,6,0,1,7,0,2
33721,646,6,6,10,0,1,3,10,227,765,5,8,11,1,6,0,1,7,0,0
33722,815,6,6,10,0,1,3,10,242,850,5,8,11,1,6,0,1,7,0,0
33723,843,6,6,10,0,1,3,7,246,980,5,8,11,1,6,0,1,7,1,0
33724,707,6,6,10,0,1,3,7,261,1043,5,8,11,1,6,0,1,7,1,2
33725,683,5,6,10,0,1,3,10,263,1069,5,8,11,1,6,0,1,7,0,2
33726,750,6,6,10,0,1,3,10,249,928,5,8,11,1,6,0,1,7,1,0
33727,691,5,6,10,0,1,3,10,232,806,5,8,11,1,6,0,1,7,1,2
33728,868,6,6,10,0,1,3,10,250,963,5,8,11,1,6,0,1,7,0,2
33729,697,5,6,10,0,1,3,10,244,922,5,8,11,1,6,0,1,7,0,0
33730,736,6,6,10,0,1,3,10,251,923,5,8,11,1,6,0,1,7,0,0
33731,661,5,6,10,0,1,3,10,236,856,5,8,11,1,6,0,1,7,0,2
33732,677,6,6,10,0,1,3,10,250,906,5,8,11,1,6,0,1,7,0,0
33733,682,6,6,10,0,1,3,10,251,848,5,8,11,1,6,0,1,7,0,0
33734,587,6,6,10,0,1,3,7,247,813,5,8,11,1,6,0,1,7,1,2
33735,679,6,6,10,0,1,3,7,237,758,5,8,11,1,6,0,1,7,0,0
33736,779,5,6,10,0,1,3,10,243,922,5,8,11,1,6,0,1,7,1,0
33737,599,5,6,10,0,1,3,7,222,826,5,8,11,1,6,0,1,7,1,2
33738,627,6,6,10,0,1,3,10,249,863,5,8,11,1,6,0,1,7,0,0
33739,608,5,6,10,0,1,3,10,235,844,5,8,11,1,6,0,1,7,1,0
33740,521,6,6,10,0,1,3,10,235,805,5,8,11,1,6,0,1,7,0,2
33741,667,6,6,10,0,1,3,7,241,784,5,8,11,1,6,0,1,7,1,2
33742,642,5,6,10,0,1,3,10,222,776,5,8,11,1,6,0,1,7,1,2
33743,845,6,6,10,0,1,3,7,265,876,5,8,11,1,6,0,1,7,1,2
33744,590,6,6,10,0,1,3,10,213,657,5,8,11,1,6,0,1,7,0,2
33745,750,5,6,10,0,1,3,10,241,834,5,8,11,1,6,0,1,7,0,2
33746,720,5,6,10,0,1,3,10,231,967,5,8,11,1,6,0,1,7,0,0
33747,616,5,6,10,0,1,3,7,229,856,5,8,11,1,6,0,1,7,1,2
33748,713,5,6,10,0,1,3,10,250,958,5,8,11,1,6,0,1,7,1,2
33749,509,5,6,10,0,1,3,10,242,969,5,8,11,1,6,0,1,7,1,2
33750,556,6,6,10,0,1,3,10,227,713,5,8,11,1,6,0,1,7,1,2
33751,547,5,6,10,0,1,3,10,229,760,5,8,11,1,6,0,1,7,0,0
33752,589,6,6,10,0,1,3,7,222,853,5,8,11,1,6,0,1,7,1,2
33753,628,5,6,10,0,1,3,10,237,846,5,8,11,1,6,0,1,7,1,0
33754,650,6,6,10,0,1,3,10,238,759,5,8,11,1,6,0,1,7,0,2
33755,656,6,6,10,0,1,3,7,247,837,5,8,11,1,6,0,1,7,1,2
33756,598,6,6,10,0,1,3,7,222,826,5,8,11,1,6,0,1,7,1,2
33757,530,5,6,10,0,1,3,7,228,791,5,8,11,1,6,0,1,7,1,2
33758,737,6,6,10,0,1,3,10,242,889,5,8,11,1,6,0,1,7,0,0
33759,705,5,6,10,0,1,3,7,267,986,5,8,11,1,6,0,1,7,1,0
33760,622,6,6,10,0,1,3,7,235,706,5,8,11,1,6,0,1,7,1,2
33761,552,6,6,10,0,1,3,7,246,730,5,8,11,1,6,0,1,7,0,2
33762,623,5,6,10,0,1,3,10,213,781,5,8,11,1,6,0,1,7,0,2
33763,668,6,6,10,0,1,3,10,225,772,5,8,11,1,6,0,1,7,0,2
33764,772,6,6,10,0,1,3,10,252,930,5,8,11,1,6,0,1,7,1,2
33765,797,6,6,10,0,1,3,7,244,912,5,8,11,1,6,0,1,7,0,2
33766,744,6,6,10,0,1,3,7,222,701,5,8,11,1,6,0,1,7,0,0
33767,580,6,6,10,0,1,3,7,257,821,5,8,11,1,6,0,1,7,1,2
33768,542,6,6,10,0,1,3,10,223,668,5,8,11,1,6,0,1,7,1,0
33769,609,5,6,10,0,1,3,10,260,890,5,8,11,1,6,0,1,7,0,2
33770,718,6,6,10,0,1,3,10,290,1086,5,8,11,1,6,0,1,7,0,0
33771,615,5,6,10,0,1,3,10,222,772,5,8,11,1,6,0,1,7,1,0
33772,701,6,6,10,0,1,3,7,227,669,5,8,11,1,6,0,1,7,0,0
33773,741,5,6,10,0,1,3,7,243,1040,5,8,11,1,6,0,1,7,0,0
33774,498,6,6,10,0,1,3,7,231,823,5,8,11,1,6,0,1,7,0,0
33775,894,5,6,10,0,1,3,7,228,761,5,8,11,1,6,0,1,7,1,2
33776,654,6,6,10,0,1,3,7,272,980,5,8,11,1,6,0,1,7,0,0
33777,586,6,6,10,0,1,3,10,230,831,5,8,11,1,6,0,1,7,1,0
33778,718,6,6,10,0,1,3,10,255,946,5,8,11,1,6,0,1,7,1,2
33779,560,5,6,10,0,1,3,7,216,709,5,8,11,1,6,0,1,7,0,2
33780,614,6,6,10,0,1,3,7,193,774,5,8,11,1,6,0,1,7,1,0
33781,761,6,6,10,0,1,3,10,257,907,5,8,11,1,6,0,1,7,0,0
33782,544,5,6,10,0,1,3,7,219,694,5,8,11,1,6,0,1,7,0,2
33783,725,5,6,10,0,1,3,7,259,883,5,8,11,1,6,0,1,7,1,2
33784,615,6,6,10,0,1,3,7,241,806,5,8,11,1,6,0,1,7,1,2
33785,668,5,6,10,0,1,3,7,243,908,5,8,11,1,6,0,1,7,0,0
33786,723,6,6,10,0,1,3,10,244,880,5,8,11,1,6,0,1,7,0,2
33787,602,6,6,10,0,1,3,10,231,848,5,8,11,1,6,0,1,7,0,2
33788,651,5,6,10,0,1,3,10,230,757,5,8,11,1,6,0,1,7,0,0
33789,640,6,6,10,0,1,3,10,257,992,5,8,11,1,6,0,1,7,0,2
33790,655,6,6,10,0,1,3,7,226,832,5,8,11,1,6,0,1,7,0,0
33791,471,6,6,10,0,1,3,10,215,733,5,8,11,1,6,0,1,7,0,0
33792,677,5,6,10,0,1,3,7,236,901,5,8,11,1,6,0,1,7,1,0
33793,514,6,6,10,0,1,3,7,257,896,5,8,11,1,6,0,1,7,1,2
33794,672,5,6,10,0,1,3,7,245,869,5,8,11,1,6,0,1,7,0,2
33795,574,6,6,10,0,1,3,10,245,832,5,8,11,1,6,0,1,7,0,2
33796,757,5,6,10,0,1,3,10,275,983,5,8,11,1,6,0,1,7,0,2
33797,516,6,6,10,0,1,3,10,222,842,5,8,11,1,6,0,1,7,0,2
33798,798,6,6,10,0,1,3,10,240,775,5,8,11,1,6,0,1,7,0,2
33799,595,5,6,10,0,1,3,10,245,841,5,8,11,1,6,0,1,7,1,2
33800,492,5,6,10,0,1,3,10,230,902,5,8,11,1,6,0,1,7,1,2
33801,543,5,6,10,0,1,3,10,245,920,5,8,11,1,6,0,1,7,0,2
33802,629,6,6,10,0,1,3,10,232,813,5,8,11,1,6,0,1,7,0,0
33803,497,5,6,10,0,1,3,10,213,668,5,8,11,1,6,0,1,7,1,2
33804,772,6,6,10,0,1,3,7,264,1059,5,8,11,1,6,0,1,7,0,0
33805,785,6,6,10,0,1,3,7,251,941,5,8,11,1,6,0,1,7,1,0
33806,687,5,6,10,0,1,3,7,238,883,5,8,11,1,6,0,1,7,0,0
33807,696,6,6,10,0,1,3,7,234,855,5,8,11,1,6,0,1,7,1,0
33808,525,5,6,10,0,1,3,7,248,802,5,8,11,1,6,0,1,7,1,0
33809,570,5,6,10,0,1,3,7,232,824,5,8,11,1,6,0,1,7,0,0
33810,774,6,6,10,0,1,3,10,242,1001,5,8,11,1,6,0,1,7,0,0
33811,804,5,6,10,0,1,3,7,236,820,5,8,11,1,6,0,1,7,0,2
33812,693,6,6,10,0,1,3,10,241,743,5,8,11,1,6,0,1,7,1,2
33813,801,6,6,10,0,1,3,10,251,903,5,8,11,1,6,0,1,7,1,0
33814,640,5,6,10,0,1,3,7,237,666,5,8,11,1,6,0,1,7,1,0
33815,761,5,6,10,0,1,3,10,238,830,5,8,11,1,6,0,1,7,0,0
33816,703,6,6,10,0,1,3,10,249,859,5,8,11,1,6,0,1,7,0,0
33817,665,5,6,10,0,1,3,10,240,897,5,8,11,1,6,0,1,7,0,0
33818,685,6,6,10,0,1,3,10,245,876,5,8,11,1,6,0,1,7,0,2
33819,633,5,6,10,0,1,3,7,225,857,5,8,11,1,6,0,1,7,0,0
33820,730,5,6,10,0,1,3,7,235,781,5,8,11,1,6,0,1,7,0,2
33821,669,5,6,10,0,1,3,7,257,849,5,8,11,1,6,0,1,7,0,2
33822,758,6,6,10,0,1,3,10,240,829,5,8,11,1,6,0,1,7,0,0
33823,627,5,6,10,0,1,3,10,216,602,5,8,11,1,6,0,1,7,0,0
33824,711,6,6,10,0,1,3,10,253,938,5,8,11,1,6,0,1,7,1,0
33825,584,6,6,10,0,1,3,7,233,822,5,8,11,1,6,0,1,7,1,2
33826,491,6,6,10,0,1,3,7,238,815,5,8,11,1,6,0,1,7,0,0
33827,681,6,6,10,0,1,3,10,240,982,5,8,11,1,6,0,1,7,0,0
33828,585,5,6,10,0,1,3,10,223,789,5,8,11,1,6,0,1,7,1,0
33829,524,6,6,10,0,1,3,10,242,893,5,8,11,1,6,0,1,7,0,2
33830,854,5,6,10,0,1,3,10,256,984,5,8,11,1,6,0,1,7,1,2
33831,791,6,6,10,0,1,3,10,235,834,5,8,11,1,6,0,1,7,0,2
33832,740,5,6,10,0,1,3,10,248,778,5,8,11,1,6,0,1,7,0,2
33833,613,6,6,10,0,1,3,10,212,754,5,8,11,1,6,0,1,7,0,0
33834,621,5,6,10,0,1,3,10,245,844,5,8,11,1,6,0,1,7,0,0
33835,805,6,6,10,0,1,3,10,250,893,5,8,11,1,6,0,1,7,1,0
33836,619,6,6,10,0,1,3,7,260,905,5,8,11,1,6,0,1,7,1,0
33837,601,6,6,10,0,1,3,10,236,890,5,8,11,1,6,0,1,7,1,2
33838,556,5,6,10,0,1,3,10,257,744,5,8,11,1,6,0,1,7,0,2
33839,649,5,6,10,0,1,3,10,219,746,5,8,11,1,6,0,1,7,1,2
33840,708,6,6,10,0,1,3,10,235,836,5,8,11,1,6,0,1,7,1,0
33841,614,6,6,10,0,1,3,7,251,952,5,8,11,1,6,0,1,7,1,0
33842,598,5,6,10,0,1,3,10,232,877,5,8,11,1,6,0,1,7,0,2
33843,691,6,6,10,0,1,3,7,245,937,5,8,11,1,6,0,1,7,1,2
33844,683,6,6,10,0,1,3,7,255,854,5,8,11,1,6,0,1,7,0,2
33845,713,6,6,10,0,1,3,10,228,894,5,8,11,1,6,0,1,7,1,0
33846,603,6,6,10,0,1,3,10,227,756,5,8,11,1,6,0,1,7,1,2
33847,541,5,6,10,0,1,3,7,215,825,5,8,11,1,6,0,1,7,0,0
33848,615,6,6,10,0,1,3,10,234,832,5,8,11,1,6,0,1,7,1,0
33849,606,5,6,10,0,1,3,7,247,844,5,8,11,1,6,0,1,7,0,0
33850,922,5,6,10,0,1,3,7,262,931,5,8,11,1,6,0,1,7,1,2
33851,742,5,6,10,0,1,3,7,252,933,5,8,11,1,6,0,1,7,0,0
33852,854,5,6,10,0,1,3,7,280,1130,5,8,11,1,6,0,1,7,1,2
33853,518,6,6,10,0,1,3,7,264,800,5,8,11,1,6,0,1,7,1,2
33854,720,5,6,10,0,1,3,10,227,728,5,8,11,1,6,0,1,7,0,2
33855,615,6,6,10,0,1,3,7,255,929,5,8,11,1,6,0,1,7,0,2
33856,634,5,6,10,0,1,3,10,250,866,5,8,11,1,6,0,1,7,0,2
33857,649,6,6,10,0,1,3,7,241,827,5,8,11,1,6,0,1,7,0,0
33858,422,5,6,10,0,1,3,10,211,711,5,8,11,1,6,0,1,7,1,2
33859,788,6,6,10,0,1,3,7,238,775,5,8,11,1,6,0,1,7,1,0
33860,541,5,6,10,0,1,3,7,220,764,5,8,11,1,6,0,1,7,1,0
33861,598,6,6,10,0,1,3,10,253,945,5,8,11,1,6,0,1,7,0,0
33862,514,5,6,10,0,1,3,7,231,861,5,8,11,1,6,0,1,7,1,0
33863,626,6,6,10,0,1,3,10,235,728,5,8,11,1,6,0,1,7,0,2
33864,816,6,6,10,0,1,3,10,248,878,5,8,11,1,6,0,1,7,0,2
33865,580,5,6,10,0,1,3,10,218,808,5,8,11,1,6,0,1,7,1,2
33866,673,5,6,10,0,1,3,10,241,819,5,8,11,1,6,0,1,7,0,2
33867,642,5,6,10,0,1,3,10,234,762,5,8,11,1,6,0,1,7,1,0
33868,622,5,6,10,0,1,3,7,262,951,5,8,11,1,6,0,1,7,0,0
33869,732,5,6,10,0,1,3,10,261,1063,5,8,11,1,6,0,1,7,0,0
33870,827,6,6,10,0,1,3,7,262,951,5,8,11,1,6,0,1,7,1,0
33871,711,6,6,10,0,1,3,7,228,697,5,8,11,1,6,0,1,7,1,2
33872,638,5,6,10,0,1,3,7,267,1073,5,8,11,1,6,0,1,7,0,2
33873,639,6,6,10,0,1,3,7,228,832,5,8,11,1,6,0,1,7,1,0
33874,652,5,6,10,0,1,3,10,227,736,5,8,11,1,6,0,1,7,0,0
33875,717,6,6,10,0,1,3,10,238,722,5,8,11,1,6,0,1,7,1,0
33876,530,6,6,10,0,1,3,7,199,573,5,8,11,1,6,0,1,7,1,0
33877,705,6,6,10,0,1,3,7,231,747,5,8,11,1,6,0,1,7,0,0
33878,507,6,6,10,0,1,3,10,237,819,5,8,11,1,6,0,1,7,1,2
33879,569,6,6,10,0,1,3,7,234,856,5,8,11,1,6,0,1,7,0,2
33880,539,5,6,10,0,1,3,10,227,721,5,8,11,1,6,0,1,7,1,0
33881,579,6,6,10,0,1,3,10,249,829,5,8,11,1,6,0,1,7,0,0
33882,792,6,6,10,0,1,3,10,259,932,5,8,11,1,6,0,1,7,1,0
33883,523,5,6,10,0,1,3,10,228,825,5,8,11,1,6,0,1,7,0,0
33884,732,5,6,10,0,1,3,10,242,793,5,8,11,1,6,0,1,7,1,0
33885,646,5,6,10,0,1,3,10,237,669,5,8,11,1,6,0,1,7,1,2
33886,786,5,6,10,0,1,3,10,243,946,5,8,11,1,6,0,1,7,1,2
33887,570,5,6,10,0,1,3,7,226,743,5,8,11,1,6,0,1,7,1,0
33888,789,6,9,7,0,5,0,7,298,966,5,8,8,1,6,0,1,7,0,3
33889,829,2,9,7,0,5,0,7,468,1024,5,8,8,1,6,0,1,7,0,0
33890,519,2,9,7,0,5,0,7,335,932,5,8,8,1,6,0,1,7,0,3
33891,658,2,9,7,0,5,0,7,261,824,5,8,8,1,6,0,1,7,0,0
33892,837,2,9,7,0,5,0,7,469,1016,5,8,8,1,6,0,1,7,0,0
33893,704,6,9,7,0,5,0,7,328,863,5,8,8,1,6,0,1,7,0,0
33894,716,6,9,7,0,5,0,7,364,1013,5,8,8,1,6,0,1,7,0,0
33895,635,6,9,7,0,5,0,7,309,815,5,8,8,1,6,0,1,7,0,3
33896,680,2,9,7,0,5,0,7,331,975,5,8,8,1,6,0,1,7,0,3
33897,729,2,9,7,0,5,0,7,352,940,5,8,8,1,6,0,1,7,0,3
33898,686,2,9,7,0,5,0,7,368,970,5,8,8,1,6,0,1,7,0,0
33899,746,2,9,7,0,5,0,7,330,960,5,8,8,1,6,0,1,7,0,0
33900,703,6,9,7,0,5,0,7,436,991,5,8,8,1,6,0,1,7,0,3
33901,739,2,9,7,0,5,0,7,368,956,5,8,8,1,6,0,1,7,0,0
33902,625,2,9,7,0,5,0,7,326,854,5,8,8,1,6,0,1,7,0,0
33903,736,6,9,7,0,5,0,7,359,1064,5,8,8,1,6,0,1,7,0,3
33904,662,6,9,7,0,5,0,7,245,827,5,8,8,1,6,0,1,7,0,3
33905,695,6,9,7,0,5,0,7,298,923,5,8,8,1,6,0,1,7,0,0
33906,734,6,9,7,0,5,0,7,426,978,5,8,8,1,6,0,1,7,0,0
33907,650,6,9,7,0,5,0,7,285,831,5,8,8,1,6,0,1,7,0,3
33908,733,6,9,7,0,5,0,7,387,978,5,8,8,1,6,0,1,7,0,3
33909,807,2,9,7,0,5,0,7,308,965,5,8,8,1,6,0,1,7,0,0
33910,647,2,9,7,0,5,0,7,232,848,5,8,8,1,6,0,1,7,0,3
33911,731,2,9,7,0,5,0,7,342,956,5,8,8,1,6,0,1,7,0,3
33912,575,2,9,7,0,5,0,7,309,939,5,8,8,1,6,0,1,7,0,3
33913,726,6,9,7,0,5,0,7,359,931,5,8,8,1,6,0,1,7,0,3
33914,746,6,9,7,0,5,0,7,354,948,5,8,8,1,6,0,1,7,0,3
33915,706,2,9,7,0,5,0,7,343,927,5,8,8,1,6,0,1,7,0,0
33916,747,2,9,7,0,5,0,7,448,1046,5,8,8,1,6,0,1,7,0,0
33917,747,6,9,7,0,5,0,7,398,944,5,8,8,1,6,0,1,7,0,0
33918,555,6,9,7,0,5,0,7,312,918,5,8,8,1,6,0,1,7,0,0
33919,568,2,9,7,0,5,0,7,244,779,5,8,8,1,6,0,1,7,0,3
33920,675,2,9,7,0,5,0,7,416,974,5,8,8,1,6,0,1,7,0,0
33921,865,6,9,7,0,5,0,7,324,977,5,8,8,1,6,0,1,7,0,0
33922,863,2,9,7,0,5,0,7,412,975,5,8,8,1,6,0,1,7,0,0
33923,673,6,9,7,0,5,0,7,400,996,5,8,8,1,6,0,1,7,0,3
33924,750,6,9,7,0,5,0,7,343,889,5,8,8,1,6,0,1,7,0,3
33925,528,6,9,7,0,5,0,7,221,879,5,8,8,1,6,0,1,7,0,0
33926,713,2,9,7,0,5,0,7,339,986,5,8,8,1,6,0,1,7,0,3
33927,748,2,9,7,0,5,0,7,367,946,5,8,8,1,6,0,1,7,0,3
33928,568,6,9,7,0,5,0,7,331,920,5,8,8,1,6,0,1,7,0,0
33929,642,2,9,7,0,5,0,7,255,875,5,8,8,1,6,0,1,7,0,0
33930,574,6,9,7,0,5,0,7,277,888,5,8,8,1,6,0,1,7,0,0
33931,840,6,9,7,0,5,0,7,331,961,5,8,8,1,6,0,1,7,0,3
33932,588,6,9,7,0,5,0,7,317,957,5,8,8,1,6,0,1,7,0,3
33933,810,2,9,7,0,5,0,7,337,1020,5,8,8,1,6,0,1,7,0,3
33934,670,2,9,7,0,5,0,7,397,1019,5,8,8,1,6,0,1,7,0,0
33935,599,2,9,7,0,5,0,7,234,844,5,8,8,1,6,0,1,7,0,3
33936,582,2,9,7,0,5,0,7,353,897,5,8,8,1,6,0,1,7,0,0
33937,830,2,9,7,0,5,0,7,475,1078,5,8,8,1,6,0,1,7,0,3
33938,629,6,9,7,0,5,0,7,283,874,5,8,8,1,6,0,1,7,0,0
33939,880,2,9,7,0,5,0,7,305,988,5,8,8,1,6,0,1,7,0,0
33940,770,2,9,7,0,5,0,7,384,986,5,8,8,1,6,0,1,7,0,0
33941,670,6,9,7,0,5,0,7,351,874,5,8,8,1,6,0,1,7,0,0
33942,702,6,9,7,0,5,0,7,335,898,5,8,8,1,6,0,1,7,0,0
33943,691,2,9,7,0,5,0,7,352,887,5,8,8,1,6,0,1,7,0,3
33944,663,2,9,7,0,5,0,7,347,966,5,8,8,1,6,0,1,7,0,3
33945,860,2,9,7,0,5,0,7,265,876,5,8,8,1,6,0,1,7,0,3
33946,630,6,9,7,0,5,0,7,315,857,5,8,8,1,6,0,1,7,0,3
33947,608,2,9,7,0,5,0,7,226,876,5,8,8,1,6,0,1,7,0,3
33948,691,2,9,7,0,5,0,7,264,926,5,8,8,1,6,0,1,7,0,0
33949,703,2,9,7,0,5,0,7,401,1054,5,8,8,1,6,0,1,7,0,0
33950,600,2,9,7,0,5,0,7,332,997,5,8,8,1,6,0,1,7,0,3
33951,753,2,9,7,0,5,0,7,276,828,5,8,8,1,6,0,1,7,0,3
33952,696,2,9,7,0,5,0,7,296,906,5,8,8,1,6,0,1,7,0,0
33953,628,6,9,7,0,5,0,7,346,955,5,8,8,1,6,0,1,7,0,3
33954,588,2,9,7,0,5,0,7,263,920,5,8,8,1,6,0,1,7,0,0
33955,756,2,9,7,0,5,0,7,404,1082,5,8,8,1,6,0,1,7,0,0
33956,716,6,9,7,0,5,0,7,353,1023,5,8,8,1,6,0,1,7,0,0
33957,642,2,9,7,0,5,0,7,350,892,5,8,8,1,6,0,1,7,0,3
33958,698,2,9,7,0,5,0,7,297,892,5,8,8,1,6,0,1,7,0,3
33959,686,2,9,7,0,5,0,7,344,930,5,8,8,1,6,0,1,7,0,3
33960,530,6,9,7,0,5,0,7,269,865,5,8,8,1,6,0,1,7,0,3
33961,746,2,9,7,0,5,0,7,330,985,5,8,8,1,6,0,1,7,0,3
33962,794,2,9,7,0,5,0,7,368,998,5,8,8,1,6,0,1,7,0,0
33963,803,2,9,7,0,5,0,7,329,969,5,8,8,1,6,0,1,7,0,3
33964,792,2,9,7,0,5,0,7,281,856,5,8,8,1,6,0,1,7,0,0
33965,631,6,9,7,0,5,0,7,263,833,5,8,8,1,6,0,1,7,0,0
33966,826,2,9,7,0,5,0,7,393,911,5,8,8,1,6,0,1,7,0,0
33967,743,6,9,7,0,5,0,7,445,1059,5,8,8,1,6,0,1,7,0,0
33968,614,2,9,7,0,5,0,7,320,949,5,8,8,1,6,0,1,7,0,3
33969,623,2,9,7,0,5,0,7,377,1062,5,8,8,1,6,0,1,7,0,3
33970,783,2,9,7,0,5,0,7,386,952,5,8,8,1,6,0,1,7,0,3
33971,658,6,9,7,0,5,0,7,318,924,5,8,8,1,6,0,1,7,0,3
33972,543,6,9,7,0,5,0,7,242,830,5,8,8,1,6,0,1,7,0,3
33973,676,2,9,7,0,5,0,7,315,976,5,8,8,1,6,0,1,7,0,3
33974,612,2,9,7,0,5,0,7,280,886,5,8,8,1,6,0,1,7,0,0
33975,734,6,9,7,0,5,0,7,373,982,5,8,8,1,6,0,1,7,0,0
33976,936,2,9,7,0,5,0,7,490,1104,5,8,8,1,6,0,1,7,0,0
33977,672,2,9,7,0,5,0,7,380,1017,5,8,8,1,6,0,1,7,0,0
33978,608,6,9,7,0,5,0,7,334,861,5,8,8,1,6,0,1,7,0,3
33979,626,6,9,7,0,5,0,7,366,1012,5,8,8,1,6,0,1,7,0,3
33980,787,6,9,7,0,5,0,7,347,962,5,8,8,1,6,0,1,7,0,0
33981,628,2,9,7,0,5,0,7,298,929,5,8,8,1,6,0,1,7,0,0
33982,721,6,9,7,0,5,0,7,247,866,5,8,8,1,6,0,1,7,0,0
33983,858,2,9,7,0,5,0,7,353,1004,5,8,8,1,6,0,1,7,0,3
33984,648,2,9,7,0,5,0,7,324,929,5,8,8,1,6,0,1,7,0,3
33985,837,2,9,7,0,5,0,7,409,1068,5,8,8,1,6,0,1,7,0,0
33986,600,6,9,7,0,5,0,7,301,854,5,8,8,1,6,0,1,7,0,0
33987,697,2,9,7,0,5,0,7,346,901,5,8,8,1,6,0,1,7,0,3
33988,628,6,9,7,0,5,0,7,296,863,5,8,8,1,6,0,1,7,0,3
33989,654,2,9,7,0,5,0,7,325,946,5,8,8,1,6,0,1,7,0,0
33990,730,6,9,7,0,5,0,7,317,1042,5,8,8,1,6,0,1,7,0,0
33991,630,2,9,7,0,5,0,7,337,884,5,8,8,1,6,0,1,7,0,0
33992,891,2,9,7,0,5,0,7,459,945,5,8,8,1,6,0,1,7,0,3
33993,846,6,9,7,0,5,0,7,351,1059,5,8,8,1,6,0,1,7,0,0
33994,794,2,9,7,0,5,0,7,384,987,5,8,8,1,6,0,1,7,0,0
33995,704,2,9,7,0,5,0,7,223,768,5,8,8,1,6,0,1,7,0,0
33996,814,6,9,7,0,5,0,7,380,946,5,8,8,1,6,0,1,7,0,0
33997,835,6,9,7,0,5,0,7,431,1130,5,8,8,1,6,0,1,7,0,0
33998,744,6,9,7,0,5,0,7,433,974,5,8,8,1,6,0,1,7,0,3
33999,634,2,9,7,0,5,0,7,292,881,5,8,8,1,6,0,1,7,0,3
34000,622,6,9,7,0,5,0,7,293,916,5,8,8,1,6,0,1,7,0,0
34001,615,2,9,7,0,5,0,7,370,941,5,8,8,1,6,0,1,7,0,0
34002,670,2,9,7,0,5,0,7,384,976,5,8,8,1,6,0,1,7,0,0
34003,652,6,9,7,0,5,0,7,298,898,5,8,8,1,6,0,1,7,0,3
34004,816,2,9,7,0,5,0,7,390,1048,5,8,8,1,6,0,1,7,0,0
34005,723,6,9,7,0,5,0,7,294,826,5,8,8,1,6,0,1,7,0,0
